raw_query,optimized_query
Cho em hoi bi dot quy nao liet hona toan nua nguoi nghet tho ho sac sua tron mat len thi so cuu the nao giup em,Cho em hỏi bị đột quỵ não liệt hoàn toàn nửa người nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào giúp em
Cho hoi tac dung cua toi den doi voi suc khoe la gi a em cam on bac si,Cho hỏi tác dụng của tỏi đen đối với sức khỏe là gì ạ em cảm ơn bác sĩ
"Chao bac si a bi dau nguc du doi nhu da de kem mat nhan thuc nguy kich qua, phai so cuu sao a em cam on","Chào bác sĩ ạ bị đau ngực dữ dội như đá đè kèm mất nhận thức nguy kịch quá, phải sơ cứu sao ạ em cảm ơn"
Bác sĩ tư vấn giúp em phụ nữ có thai có được sử dụng metformin hạ đường huyết để chữa chóng mặt nhé bác sĩ,Bác sĩ tư vấn giúp em phụ nữ có thai có được sử dụng metformin để chữa chóng mặt nhé bác sĩ
Chao bac si a cap cuu gap nguoi bi bong nang toan than do no binh gas dot ngot ngat xiu tim tai toan than a xin cam on,Chào bác sĩ ạ cấp cứu gấp người bị bỏng nặng toàn thân do nổ bình gas đột ngột ngất xỉu tím tái toàn thân ạ xin cảm ơn
Em chào bác sĩ ạ liều lượng uống thuốc tiểu đường metformin cho người bị sốt như thế nào giúp em với ạ,Em chào bác sĩ ạ liều lượng uống metformin cho người bị sốt như thế nào giúp em với ạ
Bac si oi giup em voi tac dung cua nuoc dua doi voi suc khoe la gi nha,Bác sĩ ơi giúp em với tác dụng của nước dừa đối với sức khỏe là gì nha
"Em muốn hỏi là con uống nhầm thuốc chừ sâu sùi bọt mép, cứu mạng với nha","Em muốn hỏi là con uống nhầm thuốc trừ sâu sùi bọt mép, cứu mạng với nha"
Da cho em hoi chatbot co the thay the bac si kham benh haon toan duco khong a,Dạ cho em hỏi chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không ạ
Cho em hoi ti a loi ich cua viec uong mot ly nuoc am vao moi buoi sang/toi nhe bac si,Cho em hỏi tí ạ lợi ích của việc uống một ly nước ấm vào mỗi buổi sáng/tối nhé bác sĩ
Bac si giai dap gipu em chatbot y te nay co nun tin nang gi vay a cam on bac si,Bác sĩ giải đáp giúp em chatbot y tế này có những tính năng gì vậy ạ cảm ơn bác sĩ
Moi nguoi cho em hoi bi phan ve do nan sau tiem thuoc nghte tho ho sac sua chon mat len thi so cuu the nao dup em,Mọi người cho em hỏi bị phản vệ độ nặng sau tiêm thuốc nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào giúp em
"Bac si oi cho em hoi bi vo mach mau phun thanh tia kem mat nhan thuc nguy kich qua, phai so cuu sao giup em voi a","Bác sĩ ơi cho em hỏi bị vỡ mạch máu phun thành tia kèm mất nhận thức nguy kịch quá, phải sơ cứu sao giúp em với ạ"
Da bac si bi dot quy chan thuong so nao mau chay nhieu meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi nha bac si,Dạ bác sĩ bị đột quỵ chấn thương sọ não máu chảy nhiều méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì nha bác sĩ
Em muốn hỏi là Tôi hay bị đau nhói nhẹ lồng ngực vùn tim khi hít thở sâu hoặc thay đổi tư thế nhé bác sĩ,Em muốn hỏi là Tôi hay bị đau nhói nhẹ lồng ngực vùng tim khi hít thở sâu hoặc thay đổi tư thế nhé bác sĩ
Em chao bac si a chatbot co the thay the bac si kham benh hoan toan duoc khong,Em chào bác sĩ ạ chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không
Em chao bac si a lam the nao de giup da de min mang hieu qua nhat tai na a em cam on,Em chào bác sĩ ạ làm thế nào để giúp da dẻ mịn màng hiệu quả nhất tại nhà ạ em cảm ơn
Chào bác sĩ ạ liều lượng uống pana cho người bị đau bụng như thế nào ạ !,Chào bác sĩ ạ liều lượng uống paracetamol cho người bị đau bụng như thế nào ạ !
Bac si giai dap giup em bi dau nguc du doi nhu da de nghet tho ho sac sua tron mat len thi so cuu the nao a xin cam on,Bác sĩ giải đáp giúp em bị đau ngực dữ dội như đá đè nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ xin cảm ơn
Dạ bác sĩ liều lượng uống thuốc kháng viêm ibuprofen cho người bị sốt như thế nào ạ em cảm ơn,Dạ bác sĩ liều lượng uống ibuprofen cho người bị sốt như thế nào ạ em cảm ơn
Em muno hoi la tac dung cua nuoc ep can tay doi voi suc khoe la gi nha bac si,Em muốn hỏi là tác dụng của nước ép cần tây đối với sức khỏe là gì nha bác sĩ
Bác sĩ ơi cơ chế tác động của metfomrin trong đềiu trị bệnh tiểu đường là gì ạ em cảm ơn,Bác sĩ ơi cơ chế tác động của metformin trong điều trị đái tháo đường là gì ạ em cảm ơn
Mọi nười cho em hỏi lưu ý quan trọng nhất khi sử dụgn metformin hạ đường huyết là gì ạ xin cảm ơn,Mọi người cho em hỏi lưu ý quan trọng nhất khi sử dụng metformin là gì ạ xin cảm ơn
Cho em hỏi dùng giảm đau kháng viêm ibu kéo dài có gây suy gan hay suy thận khôn ạ em cảm ơn bác sĩ,Cho em hỏi dùng ibuprofen kéo dài có gây suy gan hay suy thận không ạ em cảm ơn bác sĩ
"Em muon hoi la bi nuot nham acid kem ngung tho hoan toan nguy kich qua, phai so cuu sao xin cam on bac si","Em muốn hỏi là bị nuốt nhầm acid kèm ngừng thở hoàn toàn nguy kịch quá, phải sơ cứu sao xin cảm ơn bác sĩ"
Chatbot y te nay co nhung tinh nang gi vay the a,Chatbot y tế này có những tính năng gì vậy thế ạ
Chao bac si a dung panadol keo dai co gay suy gan hay suy than khogn nhe bac si,Chào bác sĩ ạ dùng paracetamol kéo dài có gây suy gan hay suy thận không nhé bác sĩ
Bác sĩ giải đáp dúp em bị phnả vệ độ nặng sau tiêm tuhốc nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ !,Bác sĩ giải đáp giúp em bị phản vệ độ nặng sau tiêm thuốc nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ !
Bac si oi giup em voi lieu luogn uong amoc cho nguoi bi chong mat nhu the nao voi a,Bác sĩ ơi giúp em với liều lượng uống amoxicillin cho người bị chóng mặt như thế nào với ạ
Bác sĩ ơi giúp em với liều lượng uống metformin cho người bị sốt như thế nào ạ cảm ơn bác sĩ,Bác sĩ ơi giúp em với liều lượng uống metformin cho người bị sốt như thế nào ạ cảm ơn bác sĩ
Em chao bac si a bi dot quy nao liet hoan toan nua nguoi nghet tho ho sac sua tron mat len thi so cuu the nao nhe bac si,Em chào bác sĩ ạ bị đột quỵ não liệt hoàn toàn nửa người nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhé bác sĩ
Nguoi nha bi duoi nuoc dang rat nguy hiem tinh mang cuu voi a,Người nhà bị đuối nước đang rất nguy hiểm tính mạng cứu với ạ
Thưa bác sĩ thuốc aspirin được chỉ định để điều trị chóng mặt giúp em với ạ,Thưa bác sĩ thuốc aspirin được chỉ định để điều trị chóng mặt giúp em với ạ
Bac si giai dap giup em lam the nao de cai thien giac ngu ngon hieu qua nhat tai nha giup em,Bác sĩ giải đáp giúp em làm thế nào để cải thiện giấc ngủ ngon hiệu quả nhất tại nhà giúp em
Cho em hoi loi ich cua viec tap gym deu dan vao moi buoi san/toi a xin cam on niheu,Cho em hỏi lợi ích của việc tập gym đều đặn vào mỗi buổi sáng/tối ạ xin cảm ơn nhiều
"Chao bac si a khan cap bneh nhan vo mach mau phun thanh tia dan ngung tho, co can ho hap nhan tao khong nhe bac si","Chào bác sĩ ạ khẩn cấp bệnh nhân vỡ mạch máu phun thành tia đang ngừng thở, có cần hô hấp nhân tạo không nhe bác sĩ"
Liều lượng uống asprin chống đông máu cho người bị đau đầu như thế nào,Liều lượng uống aspirin cho người bị đau đầu như thế nào
Em muốn hỏi là Cấp cứu gấp người nhà đột nột đau nực dữ dội như đá đè lan da vai trái và vã mồ hôi lạnh ngắt giúp em với ạ,Em muốn hỏi là Cấp cứu gấp người nhà đột ngột đau ngực dữ dội như đá đè lan ra vai trái và vã mồ hôi lạnh ngắt giúp em với ạ
"Bac si oi khan cap benh nhan co giat chon mat sui bot mep dang ngung tho, co can ho hap nhan tao khon nha","Bác sĩ ơi khẩn cấp bệnh nhân co giật trợn mắt sùi bọt mép đang ngừng thở, có cần hô hấp nhân tạo không nha"
Bac si oi bi dot quy dau nguc du doi nu da de meo mieng te liet nua nguoi goi cap cuu chua thya toi phai lam gi nhe bac si,Bác sĩ ơi bị đột quỵ đau ngực dữ dội như đá đè méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì nhé bác sĩ
Bac si cho em hoi chut a bi dot quy dau nguc du doi nhu da de meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi,Bác sĩ cho em hỏi chút ạ bị đột quỵ đau ngực dữ dội như đá đè méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì
Cho em hoi ti a lam sao de bao ve he ho hap khi lam viec van phong nhieu nha,Cho em hỏi tí ạ làm sao để bảo vệ hệ hô hấp khi làm việc văn phòng nhiều nha
Da bac si cho em hoi an gi hoac kieng gi de ha mo mau tu nhien tot nhat a em cam on bac si,Dạ bác sĩ cho em hỏi ăn gì hoặc kiêng gì để hạ mỡ máu tự nhiên tốt nhất ạ em cảm ơn bác sĩ
Cho em hỏi thuốc thuốc tim mạch aspirin có tương tác với các loại thuốc điều trị suen không ạ?,Cho em hỏi thuốc aspirin có tương tác với các loại thuốc điều trị hen phế quản không ạ?
Bac si tu van giup em tre em duoi 6 tuoi uong asprin chong dong mau lieu bao nhieu la an toan nha,Bác sĩ tư vấn giúp em trẻ em dưới 6 tuổi uống aspirin liều bao nhiêu là an toàn nha
Cho em hoi chatbot co the thay the bac si kham benh hoan toan duco khon a cam on bac si,Cho em hỏi chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không ạ cảm ơn bác sĩ
Da bac si cho em hoi tac dung cua nhan sam doi voi suc khoe la gi a?,Dạ bác sĩ cho em hỏi tác dụng của nhân sâm đối với sức khỏe là gì ạ?
Bac si oi giup em voi toi uong aspirin qua lieu thi nen xu ly the nao giup em voi a,Bác sĩ ơi giúp em với tôi uống aspirin quá liều thì nên xử lý thế nào giúp em với ạ
Thua bac si nhung thoi quen tot giup nang cao suc khoe tnih than nhe bac si,Thưa bác sĩ những thói quen tốt giúp nâng cao sức khỏe tinh thần nhe bác sĩ
Em muốn hỏi là bị đột quỵ chấn thương sọ não máu chảy nhiều méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì,Em muốn hỏi là bị đột quỵ chấn thương sọ não máu chảy nhiều méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì
Bac si oi giup em voi loi ich cua viec tap thien va yoga vao moi buoi sang/toi a em cam on bac si,Bác sĩ ơi giúp em với lợi ích của việc tập thiền và yoga vào mỗi buổi sáng/tối ạ em cảm ơn bác sĩ
Bac si oi thuoc asprin duoc chi dinh de dieu tri mat ngu a em cam on,Bác sĩ ơi thuốc aspirin được chỉ định để điều trị mất ngủ ạ em cảm ơn
Cho hoi toi uong metformin ha duong huyet qua lieu thi nen xu ly the nao a !,Cho hỏi tôi uống metformin quá liều thì nên xử lý thế nào ạ !
Da bac si cho em hoi tac dung phu cua met khi dung chugn voi ibup la gi giup em voi a,Dạ bác sĩ cho em hỏi tác dụng phụ của metformin khi dùng chung với ibuprofen là gì giúp em với ạ
Em muốn hỏi là trẻ em dưới 6 tuổi uống amox liều bao nhiêu là an toàn xin cảm ơn bác sĩ,Em muốn hỏi là trẻ em dưới 6 tuổi uống amoxicillin liều bao nhiêu là an toàn xin cảm ơn bác sĩ
Bac si oi giup em voi tre em duoi 6 tuoi uong giam dau khang viem ibu lieu bao nhieu la an toan nha,Bác sĩ ơi giúp em với trẻ em dưới 6 tuổi uống ibuprofen liều bao nhiêu là an toàn nha
"Da cho em hoi Kahn ca!p Nguoi benh dot ngot meo mieng, liet hoan toan mot ben nguoi va khon the noi ro tieng sin cam on bac si","Dạ cho em hỏi Khẩn cấp! Người bệnh đột ngột méo miệng, liệt hoàn toàn một bên người và không thể nói rõ tiếng xin cảm ơn bác sĩ"
Em chao bac si a lam the nao de giam stress cang thang hieu qua nhat tai nha,Em chào bác sĩ ạ làm thế nào để giảm stress căng thẳng hiệu quả nhất tại nhà
Lieu luong uong ibuf cho ngoui bi sot nu the nao nhe bac si,Liều lượng uống ibuprofen cho người bị sốt như thế nào nhé bác sĩ
Dạ bác sĩ tôi bị sốt thì có nên uống metfor không thế ạ,Dạ bác sĩ tôi bị sốt thì có nên uống metformin không thế ạ
Thua bac si Nguoi nha bi tai nan gay xuong dui dam thung da loi han ra ngoai mau chay o at khong ngung a em cam on bac si,Thưa bác sĩ Người nhà bị tai nạn gãy xương đùi đâm thủng da lồi hẳn ra ngoài máu chảy ồ ạt không ngừng ạ em cảm ơn bác sĩ
Da bac si cho em hoi lam the nao de giam dau moi vai gay hieu qua nhat tai nha a em cam on,Dạ bác sĩ cho em hỏi làm thế nào để giảm đau mỏi vai gáy hiệu quả nhất tại nhà ạ em cảm ơn
Em chào bác sĩ ạ làm thế nào để tăng cân lành mạn hiệu quả nhất tại nhà với ạ,Em chào bác sĩ ạ làm thế nào để tăng cân lành mạnh hiệu quả nhất tại nhà với ạ
Thưa bác sĩ ăn gì hoặc kiêng gì để cải thiện giấc ngủ ngon tốt nhtấ na bác sĩ,Thưa bác sĩ ăn gì hoặc kiêng gì để cải thiện giấc ngủ ngon tốt nhất nha bác sĩ
Moi nguoi cho em hoi an gi hoac kieng gi de giu dang thon gon tot nhat a cam on bac si,Mọi người cho em hỏi ăn gì hoặc kiêng gì để giữ dáng thon gọn tốt nhất ạ cảm ơn bác sĩ
Bác sĩ ơi giúp em với phụ nữ có thai có được sử dụng met để chữa đau đầu ạ,Bác sĩ ơi giúp em với phụ nữ có thai có được sử dụng metformin để chữa đau đầu ạ
Bác sĩ ơi giúp em với bệnh nhân viêm loét dạ dày có cần kiêng khem gì khi uống klamentin không ạ !,Bác sĩ ơi giúp em với bệnh nhân viêm loét dạ dày có cần kiêng khem gì khi uống amoxicillin không ạ !
Chao bac si a tac dung cua dau o liu doi voi suc khoe la gi nhe bac si,Chào bác sĩ ạ tác dụng của dầu ô liu đối với sức khỏe là gì nhe bác sĩ
Em chao bac si a Thinh thoang bi nang nguc sau khi di bo nhanh hoac leo cau thang cao a em cam on bac si,Em chào bác sĩ ạ Thỉnh thoảng bị nặng ngực sau khi đi bộ nhanh hoặc leo cầu thang cao ạ em cảm ơn bác sĩ
Nguoi nha bi dot quy nao liet hoan toan nua nguoi dang rat khan cap cuu voi,Người nhà bị đột quỵ não liệt hoàn toàn nửa người đang rất khẩn cấp cứu với
Chao bac si a toi uong thuoc ha sot paracetamol qua lieu thi nen xu ly the nao nha bac si,Chào bác sĩ ạ tôi uống paracetamol quá liều thì nên xử lý thế nào nha bác sĩ
Da bac si cho em hoi an gi haoc kieng gi de tang cuong the luc tot nhat nha,Dạ bác sĩ cho em hỏi ăn gì hoặc kiêng gì để tăng cường thể lực tốt nhất nha
